,mmos_sum_PD20180131,mmos_sum_PD20180228,mmos_sum_PD20180331,mmos_sum_PD20180430,mmos_sum_PD20180531,mmos_sum_PD20180630,mmos_sum_PD20180731,mmos_sum_PD20180831,mmos_sum_PD20180930,mmos_sum_PD20181031,mmos_sum_PD20181130,mmos_sum_PD20181231,mmos_sum_PD20190131,mmos_sum_PD20190228,mmos_sum_PD20190331,mmos_sum_PD20190430,mmos_sum_PD20190531,mmos_sum_PD20190630,mmos_sum_PD20190731,amt_all_sum_PD20180131,amt_all_sum_PD20180228,amt_all_sum_PD20180331,amt_all_sum_PD20180430,amt_all_sum_PD20180531,amt_all_sum_PD20180630,amt_all_sum_PD20180731,amt_all_sum_PD20180831,amt_all_sum_PD20180930,amt_all_sum_PD20181031,amt_all_sum_PD20181130,amt_all_sum_PD20190131,amt_all_sum_PD20190228,amt_all_sum_PD20190331,amt_all_sum_PD20190430,amt_all_sum_PD20190531,amt_all_sum_PD20190630,amt_all_sum_PD20190731,amt_pay_sum_PD20180131,amt_pay_sum_PD20180228,amt_pay_sum_PD20180331,amt_pay_sum_PD20180430,amt_pay_sum_PD20180531,amt_pay_sum_PD20180630,amt_pay_sum_PD20180731,amt_pay_sum_PD20180831,amt_pay_sum_PD20180930,amt_pay_sum_PD20181031,amt_pay_sum_PD20181130,amt_pay_sum_PD20190131,amt_pay_sum_PD20190228,amt_pay_sum_PD20190331,amt_pay_sum_PD20190430,amt_pay_sum_PD20190531,amt_pay_sum_PD20190630,amt_pay_sum_PD20190731,amt_req_sum_PD20180131,amt_req_sum_PD20180228,amt_req_sum_PD20180331,amt_req_sum_PD20180430,amt_req_sum_PD20180531,amt_req_sum_PD20180630,amt_req_sum_PD20180731,amt_req_sum_PD20180831,amt_req_sum_PD20180930,amt_req_sum_PD20181031,amt_req_sum_PD20181130,amt_req_sum_PD20190131,amt_req_sum_PD20190228,amt_req_sum_PD20190331,amt_req_sum_PD20190430,amt_req_sum_PD20190531,amt_req_sum_PD20190630,amt_req_sum_PD20190731,numrows_sum_PD20180131,numrows_sum_PD20180228,numrows_sum_PD20180331,numrows_sum_PD20180430,numrows_sum_PD20180531,numrows_sum_PD20180630,numrows_sum_PD20180731,numrows_sum_PD20180831,numrows_sum_PD20180930,numrows_sum_PD20181031,numrows_sum_PD20181130,numrows_sum_PD20190131,numrows_sum_PD20190228,numrows_sum_PD20190331,numrows_sum_PD20190430,numrows_sum_PD20190531,numrows_sum_PD20190630,numrows_sum_PD20190731,qty_sum_PD20180131,qty_sum_PD20180228,qty_sum_PD20180331,qty_sum_PD20180430,qty_sum_PD20180531,qty_sum_PD20180630,qty_sum_PD20180731,qty_sum_PD20180831,qty_sum_PD20180930,qty_sum_PD20181031,qty_sum_PD20181130,qty_sum_PD20190131,qty_sum_PD20190228,qty_sum_PD20190331,qty_sum_PD20190430,qty_sum_PD20190531,qty_sum_PD20190630,qty_sum_PD20190731,amt_all_pmpm_pre,amt_all_pmpm_cur,amt_pay_pmpm_pre,amt_pay_pmpm_cur
2017-07,76152.0,77205.0,78031.0,78639.0,79368.0,79917.0,82292.0,82942.0,83425.0,84147.0,84658.0,87037.0,88010.0,88536.0,89541.0,91145.0,91630.0,92327.0,92382.0,1087202765.1900203,1100467788.9600205,1107950572.3600202,1115774245.93002,1123595661.95002,1135059592.05002,1147113570.2600203,1152722037.9900205,1158456456.8300207,1163502557.6800208,1167865928.8600206,1173708807.8600202,1177539306.04002,1180719317.75002,1186514308.69002,1190329870.5600202,1195143415.7700202,1195142935.7700202,1081993016.0201802,1095175840.3701804,1102600248.8201802,1110377825.5801804,1118148755.3701801,1129570206.2001803,1141565062.9501803,1147141719.4301798,1152847371.3501797,1157860794.6701796,1162202338.5401793,1168002131.9001791,1171809153.8301792,1174958328.0401797,1180728971.3401794,1184523387.7501795,1189304692.5501797,1189304222.1501796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772648.0,787850.0,797552.0,807307.0,817727.0,825580.0,833997.0,840562.0,845512.0,853949.0,858725.0,865350.0,871142.0,875127.0,881512.0,884748.0,890458.0,890465.0,3014932.092750311,3063527.2926795483,3090641.592615843,3115296.3925874233,3139703.192516744,3171150.4924140573,3195519.292179644,3220423.8920741677,3234357.3920655847,3250644.8920432925,3260708.791976154,3277543.7919446826,3290060.1919195056,3301591.09190768,3319779.8918821216,3330364.3918296695,3358383.691806972,3358384.691806972,12944.679408732227,12936.967545301251,12881.439801468474,12873.765691911623
2017-08,75985.0,77060.0,77895.0,78514.0,79257.0,79812.0,82201.0,82857.0,83349.0,84082.0,84599.0,86989.0,87967.0,88499.0,89511.0,91127.0,91617.0,92320.0,92376.0,1136351450.6198373,1158524906.6898372,1171311624.2698371,1178968807.0198374,1189441548.8898373,1198102165.5598376,1206092773.8698373,1212214254.879837,1217248708.209837,1224689861.0998368,1228541622.1198366,1233181283.4498363,1236964054.8398361,1240359284.2698362,1246356764.1698365,1249659836.1498368,1254835114.989837,1254841017.649837,1130666379.190044,1152737834.6100438,1165444877.4900436,1173047880.1700435,1183460743.2300432,1192070949.9600434,1199992349.1700432,1206073089.4400432,1211080876.4200432,1218481726.3700433,1222304453.2500436,1226904840.8800435,1230654369.330043,1234015521.8000433,1239975760.1800435,1243256967.3200436,1248399268.5900435,1248405206.1000435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840727.0,860823.0,874024.0,884710.0,904018.0,914428.0,925557.0,934178.0,939854.0,952695.0,959684.0,966684.0,974189.0,978201.0,985624.0,989936.0,996001.0,996030.0,3211563.992741525,3283646.7926573157,3314012.492561996,3331424.0925175548,3358079.7923271656,3383712.392221689,3407484.6921770573,3430429.892157793,3444685.4921400547,3473081.892085314,3485046.79206872,3500001.4920533895,3516776.891994834,3528327.1919807196,3547069.691906333,3559429.6917880774,3581075.79175508,3581085.79175508,13592.234781085755,13584.058821012351,13522.522406737906,13514.389084827699
2017-09,75734.0,76827.0,77678.0,78309.0,79056.0,79619.0,82038.0,82702.0,83199.0,83942.0,84466.0,86866.0,87848.0,88384.0,89405.0,91036.0,91530.0,92239.0,92295.0,1044206358.7199275,1078558582.3699276,1094788704.5299275,1105384974.1899278,1116418282.6799276,1126930153.799928,1134842305.749928,1141832548.3799284,1147277891.6499286,1154229182.7099283,1158111696.4699283,1165271277.9099278,1170045198.6699276,1174687207.6899276,1181740817.9999275,1184382241.119927,1191578879.1299264,1191581643.3499265,1039026439.0700477,1073271954.8600478,1089426261.020048,1099953913.640048,1110904357.680048,1121357784.450048,1129211997.0000477,1136125928.460048,1141527010.8300478,1148439025.780048,1152293919.830048,1159411590.6200478,1164131929.030048,1168735120.5100477,1175758567.4700472,1178379775.2000475,1185545458.3300474,1185548281.6200476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792945.0,818324.0,832965.0,847584.0,894013.0,909105.0,925362.0,943167.0,950067.0,989474.0,996425.0,1006431.0,1020901.0,1025736.0,1032703.0,1036922.0,1043900.0,1043945.0,3088976.892557323,3162646.8922359347,3212629.2921288013,3236214.192087412,3271617.1920478344,3303866.2919209003,3322181.591897249,3401736.591868639,3420537.6918518543,3443399.4917490482,3456516.091745615,3479970.291693926,3491580.391662836,3506624.9916574955,3526401.091625452,3536194.391545534,3571535.2915256023,3571628.2915256023,12918.384621796924,12910.576340537695,12852.973886642823,12845.205933366353
2017-10,75506.0,76627.0,77501.0,78142.0,78909.0,79485.0,81932.0,82604.0,83109.0,83870.0,84401.0,86813.0,87803.0,88346.0,89381.0,91028.0,91524.0,92243.0,92300.0,1146053335.310055,1196355287.2200544,1217967519.8400545,1230898501.9200544,1244949797.3000548,1254946781.900055,1263872172.2000546,1270583974.2800546,1275721018.0300543,1288104395.1600544,1293121803.1600544,1302465278.220054,1306361688.380054,1311047692.860054,1319740866.4000537,1322937268.5500538,1329196596.0700538,1329196381.2700539,1140467527.980299,1190609253.9702983,1212128372.8702981,1224983184.8602982,1238948346.3302984,1248881919.8102987,1257739956.4702988,1264404196.8702989,1269503034.6702988,1281832399.1902993,1286813105.0302992,1296108542.4702988,1299979834.020299,1304638913.3402984,1313293138.5602984,1316465929.7002985,1322686927.3702989,1322686758.9602988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856644.0,895232.0,915071.0,933377.0,999354.0,1016918.0,1046023.0,1068901.0,1077394.0,1145341.0,1154617.0,1168036.0,1185985.0,1191726.0,1200901.0,1205705.0,1213672.0,1213762.0,3218074.6928177476,3348667.1925709248,3407308.2924595475,3437451.9924228787,3475806.692353308,3504517.092256725,3529635.092203319,3556204.39217633,3578082.59216851,3617110.5921056867,3634831.592094958,3662952.092036307,3674082.9920263886,3695746.4919796586,3718778.191947043,3728737.791869223,3755741.2918615937,3755777.2918615937,14409.728608892316,14400.827532719977,14339.157739560713,14330.300747132165
2017-11,75229.0,76381.0,77275.0,77935.0,78727.0,79316.0,81777.0,82461.0,82970.0,83749.0,84286.0,86713.0,87711.0,88258.0,89305.0,90970.0,91473.0,92199.0,92257.0,969732460.0799036,1076154815.9099035,1112421836.1099036,1135749555.9399035,1153871028.4799037,1167239704.8999035,1180138547.1399033,1190285862.7999034,1194820569.349903,1207567737.169903,1213818118.6499035,1219640372.4199033,1223485354.169903,1227595451.999903,1232850020.7999027,1235126133.3999028,1239628588.4599028,1239628588.4599028,964688683.9401076,1070852257.8001078,1106989816.1301076,1130227116.0601072,1148258446.8201072,1161565559.110107,1174383354.140107,1184483761.2201073,1188994682.5301073,1201674080.1401076,1207895987.9001074,1213679545.9201074,1217497193.8801074,1221578068.0101075,1226802098.290107,1229051227.2101073,1233514574.7901075,1233514574.7901075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733771.0,793166.0,819741.0,836279.0,874692.0,891961.0,925857.0,945857.0,953841.0,1006710.0,1015489.0,1025622.0,1035098.0,1040356.0,1048431.0,1053522.0,1060033.0,1060038.0,2720742.193428278,2981231.1928943396,3072213.9927412868,3155824.792551577,3237699.5924565196,3277778.0923687816,3309560.492324531,3343526.2923058867,3366552.192259729,3399159.8920883536,3418711.492015302,3436844.3919635415,3451036.7919564247,3465121.5919299126,3487466.6919054985,3497919.8918352127,3516262.091830969,3516263.091830969,13445.141362269685,13436.688689854458,13378.828130349651,13370.417147643078
2017-12,75033.0,76224.0,77143.0,77827.0,78638.0,79246.0,81722.0,82415.0,82927.0,83725.0,84272.0,86715.0,87723.0,88274.0,89329.0,91014.0,91523.0,92259.0,92317.0,696149159.6200014,1003813393.1999903,1083742102.2699876,1116577978.9399874,1130074928.5799875,1144534423.8999877,1157648424.2299874,1169322761.4099877,1175956685.7099874,1187944716.1999874,1194383802.5099878,1201377211.3899877,1206659910.539988,1210187995.519988,1215258062.6499882,1219858385.3999882,1226107584.8299882,1225836234.8499882,692091255.7200524,998974038.7000457,1078713117.8100436,1111449722.6500432,1124849778.5300434,1139212203.660043,1152249150.630043,1163864725.7800434,1170467149.5600433,1182393583.5900433,1188771296.880043,1195719200.000043,1200978040.330043,1204476636.8000433,1209519336.3400438,1214093863.190044,1220306833.1100438,1220035483.1300437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551566.0,699373.0,740106.0,767199.0,782619.0,797639.0,824662.0,837649.0,844536.0,856445.0,862635.0,870842.0,879443.0,884504.0,891661.0,897112.0,903472.0,903496.0,2187378.194765568,2829382.8930208683,3000076.592565298,3082663.792454958,3143923.0924055576,3176219.7922537327,3205532.092071295,3239875.492042303,3261142.7920258045,3307204.391969502,3328665.4919443727,3352070.491916716,3372579.591898024,3476496.591884911,3494497.791853249,3507270.391820252,3531135.191796601,3530957.191796601,13289.842560942436,13278.553623384514,13226.967917602009,13215.718482295175
2018-01,74442.0,75697.0,76656.0,77366.0,78201.0,78835.0,81369.0,82078.0,82603.0,83417.0,83978.0,86435.0,87455.0,88010.0,89077.0,90779.0,91294.0,92040.0,92098.0,28173421.2800005,864200603.3201536,1065936919.9701445,1170397886.3601398,1201326995.61014,1217608358.5601404,1234739545.290141,1249831894.850141,1258920063.3001413,1270088928.8001413,1277490127.2501414,1288472841.110141,1293279716.140141,1301902041.6401412,1310722412.330141,1313617579.3301413,1320368669.3501413,1320368628.4501412,27663021.969999917,855778471.7500861,1056816537.9900647,1160991592.7900624,1191730694.4800634,1207882774.8000634,1224879810.9700632,1239871210.0200624,1248895574.000062,1259980191.520062,1267308001.980062,1278191778.4200618,1282919637.8100622,1291478420.0600624,1300225918.4200623,1303078817.2600625,1309750414.8700626,1309750416.9100626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19599.0,625115.0,740705.0,850526.0,971612.0,1036857.0,1183990.0,1335732.0,1468321.0,1515414.0,1585137.0,1605992.0,1621603.0,1632689.0,1646799.0,1655275.0,1667256.0,1667401.0,63361.69997215271,2543545.394033015,3039143.5924648046,3301191.391684532,3392871.8915923834,3445237.5913883448,3494902.8911658525,3534618.6910768747,3560827.7910524607,3596503.3909879923,3622548.4909654856,3652727.5908672214,3680294.390825689,3700324.69074291,3800153.3907207847,3815532.5906764865,3839705.890587032,3839712.890587032,14345.596146785541,14336.561363440478,14230.230496197986,14221.268832222877
2018-02,0.0,75204.0,76211.0,76955.0,77817.0,78468.0,81024.0,81741.0,82276.0,83103.0,83675.0,86136.0,87166.0,87729.0,88812.0,90536.0,91053.0,91801.0,91860.0,0.0,104991756.69000548,786911251.3400476,984946423.1200476,1064030570.8100464,1114488859.1600463,1135399408.0000472,1147286767.3100471,1156839981.970047,1167057654.1200469,1173818651.0000467,1180719880.310047,1191093137.0100467,1195783395.3000467,1203331627.3500466,1206089809.3500469,1212561109.5800467,1212561098.4000466,0.0,102978704.33000176,781387269.9500524,978811924.0400525,1057664318.6700515,1108000189.950052,1128787319.4200513,1140597713.190051,1150097249.3700511,1160238546.4100516,1166939106.7000518,1173683072.460052,1184005541.6300516,1188655374.7600515,1196151651.0200515,1198884322.6700513,1205306370.040051,1205306318.040051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142407.0,574884.0,699204.0,799549.0,848140.0,931111.0,984637.0,1034642.0,1061033.0,1118781.0,1135269.0,1149444.0,1157828.0,1168351.0,1174644.0,1182117.0,1182150.0,0.0,407090.9990488291,2448692.895033717,2864926.194067776,3019309.893795371,3096731.293524921,3196901.293314874,3238579.393229425,3271222.3932108283,3303557.2931002975,3328334.3930499554,3357738.592984438,3389009.2929680347,3410700.4929466248,3449395.292907715,3464399.9928455353,3487733.7928345203,3487810.7928345203,13208.582799534282,13200.099046375426,13129.555996558327,13121.122556499575
2018-03,0.0,0.0,75845.0,76622.0,77513.0,78194.0,80777.0,81511.0,82059.0,82908.0,83491.0,85961.0,87001.0,87568.0,88666.0,90406.0,90928.0,91691.0,91750.0,0.0,0.0,108456623.84000316,948519915.2300692,1087888814.6900725,1147751995.4100716,1186337405.780072,1204679122.570072,1214069518.560072,1229308128.270072,1241014164.290072,1256669171.7700715,1265413193.7800713,1272501363.840071,1282724138.260071,1289800385.3400712,1298375657.4000714,1298376209.0700715,0.0,0.0,106667448.77999517,942826444.8000636,1081753847.7200646,1141423519.680064,1179849460.0200644,1198099986.3900645,1207423266.7300646,1222584455.2800646,1234229725.2400649,1249798164.6200645,1258483684.9200644,1265516665.8800645,1275685349.3500645,1282727533.1400642,1291258582.7200646,1291258872.1900647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157864.0,674374.0,777460.0,826436.0,882407.0,903966.0,918321.0,935652.0,997375.0,1013363.0,1027200.0,1036859.0,1047838.0,1056743.0,1064050.0,1064136.0,0.0,0.0,428728.99853527546,3055774.3941472173,3382223.6931613684,3574415.7928658724,3729699.9927409887,3789329.992695451,3826417.192672491,3873385.092597604,3910736.992526889,3947378.1924095154,3980860.192373395,4016739.892358899,4049988.592309952,4069925.4922270775,4097028.092138529,4097044.092138529,14160.339154334355,14151.239335913586,14082.71894428095,14073.666181908062
2018-04,0.0,0.0,0.0,76262.0,77179.0,77893.0,80519.0,81276.0,81831.0,82702.0,83297.0,85774.0,86827.0,87399.0,88507.0,90272.0,90796.0,91563.0,91622.0,0.0,0.0,0.0,189678536.9600313,902036123.6199749,1031794911.409977,1094234478.2799785,1126582231.2199793,1142490175.7099795,1162884673.4599798,1174091473.38998,1185407050.7499797,1198535822.41998,1209019555.3399801,1218295641.1599798,1222557928.6999798,1229112832.2199798,1229113194.5099797,0.0,0.0,0.0,187268839.68995976,896804471.5198665,1026138452.3698695,1088288187.1498709,1120522473.5698712,1136340852.6098711,1156643380.1698713,1167793843.0598714,1179036431.6098714,1192100104.2298713,1202534929.939871,1211753303.9098706,1215982432.4298706,1222490692.44987,1222490915.47987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233514.0,657391.0,740524.0,801327.0,827931.0,841099.0,859467.0,921998.0,936657.0,952543.0,964939.0,976194.0,983760.0,991666.0,991765.0,0.0,0.0,0.0,716182.9980703592,2687483.8937852383,2975237.5927419066,3178533.9922400713,3279164.9920470715,3337558.0919291973,3394904.7918029428,3434506.7917554975,3469208.69165045,3511672.9916086793,3541351.891587436,3579493.4914910793,3598380.4914673567,3625692.291413188,3625716.291413188,13423.684591155596,13415.04436172513,13351.361275295372,13342.766098533868
2018-05,0.0,0.0,0.0,0.0,76837.0,77581.0,80265.0,81047.0,81622.0,82512.0,83119.0,85601.0,86662.0,87238.0,88358.0,90153.0,90684.0,91463.0,91523.0,0.0,0.0,0.0,0.0,164956625.06001338,906765799.6301064,1118857842.4701035,1185592624.9001036,1210871971.3101034,1239713614.5901031,1257019758.2201025,1273856593.2601025,1291085979.0901024,1303955435.9601023,1312843477.8701022,1318447041.0401025,1323145178.610103,1323145832.2201028,0.0,0.0,0.0,0.0,162907570.89997417,901513222.3600943,1112973363.7000916,1179509810.2200923,1204686330.2400925,1233411571.6500926,1250653718.000092,1267397745.430092,1284551746.770092,1297360957.0900922,1306197542.3400924,1311760791.0500927,1316419766.480093,1316419950.3800929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212244.0,671084.0,794882.0,836108.0,857633.0,882975.0,951063.0,968228.0,986772.0,1000142.0,1010734.0,1019590.0,1028168.0,1028243.0,0.0,0.0,0.0,0.0,623392.4983381033,2800467.4942454696,3312097.1928538084,3493200.792398095,3574048.6922289133,3647419.5921269655,3695519.6920787096,3743648.39196229,3787047.2918798923,3828916.4918415546,3858781.7917940617,3881528.2917521,3908171.291743517,3908356.491740465,14466.452867390124,14456.976194181821,14392.921361425855,14383.487761328768
2018-06,0.0,0.0,0.0,0.0,0.0,77246.0,80045.0,80867.0,81467.0,82385.0,83011.0,85513.0,86588.0,87180.0,88323.0,90142.0,90683.0,91472.0,91532.0,0.0,0.0,0.0,0.0,0.0,95635812.70000263,876685494.180036,1016131157.5300379,1094046598.4200375,1134211126.3700376,1152768213.8900373,1163754387.9100375,1177557643.8900375,1180934194.3200376,1194227392.0600379,1198980514.3900375,1205863150.1800377,1205861542.7900379,0.0,0.0,0.0,0.0,0.0,94221040.10999517,871816491.1100075,1010799881.9900088,1088526816.1600084,1128527739.1900086,1147002327.4000084,1157916743.8000083,1171640612.7500086,1174960616.9600086,1188198915.3100088,1192917090.2800093,1199758035.530009,1199756098.8600092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147511.0,649839.0,736526.0,770488.0,800994.0,869290.0,886871.0,906557.0,918825.0,930602.0,938725.0,946967.0,947124.0,0.0,0.0,0.0,0.0,0.0,418668.39908850193,2696301.6940125823,3039431.1928263903,3277327.892596245,3373761.392392218,3426063.7923451066,3467713.792264998,3514957.09220469,3529566.8921037912,3568327.6920725107,3589653.792006254,3618323.8919665813,3618464.8919665813,13182.866343580961,13174.207302255363,13116.123355015841,13107.504466853223
2018-07,0.0,0.0,0.0,0.0,0.0,0.0,77902.0,78759.0,79389.0,80351.0,81001.0,83510.0,84603.0,85208.0,86377.0,88230.0,88783.0,89584.0,89645.0,0.0,0.0,0.0,0.0,0.0,0.0,170386673.6700241,884195812.000135,1023817557.8701288,1132898879.5601292,1154737075.6001291,1175759226.3401296,1192255834.6101298,1207805738.0801294,1235807283.2301292,1241225873.440129,1248484662.7801287,1248689611.9301286,0.0,0.0,0.0,0.0,0.0,0.0,168458494.62997478,879346342.6400676,1018556375.8000625,1127363099.490063,1149104738.9600627,1170024397.4900632,1186416517.4200635,1201895128.3400636,1229836561.150064,1235218398.4800637,1242429747.5900638,1242633816.2200637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211734.0,654603.0,738747.0,792165.0,860150.0,880673.0,903143.0,915469.0,926950.0,935790.0,945058.0,945522.0,0.0,0.0,0.0,0.0,0.0,0.0,635833.498534739,2880046.094669521,3200780.3934104443,3506009.4928506017,3584570.1927443147,3642671.892664969,3697500.0925227404,3734151.792428136,3767687.592389226,3794324.892276168,3822764.9922050238,3823458.4922050238,13936.469266611546,13929.27226203501,13868.880018642434,13861.719183669627
2018-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78476.0,79144.0,80147.0,80834.0,83367.0,84474.0,85092.0,86288.0,88178.0,88744.0,89559.0,89620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120383884.80000778,889571069.5901315,1120881740.370135,1186888685.4501307,1205632481.4601307,1236502835.9201314,1249731583.9101315,1261575260.8901312,1266562338.4001312,1274589311.3901315,1274727928.6401315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118685001.95999652,884547843.2800907,1115227700.5900939,1181036580.5500898,1199659028.6500897,1230376551.0100906,1243521655.0800908,1255305572.450091,1260254372.880091,1268234331.740091,1268371435.310091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180306.0,668788.0,791680.0,878849.0,910856.0,949774.0,966070.0,978313.0,988088.0,997846.0,998326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487020.19828110933,2763689.894125581,3266608.692610264,3423443.392188549,3499721.2920188904,3622582.1918120384,3660638.091758728,3700601.991719246,3721668.4916727543,3754013.9916479588,3755030.9916479588,14231.839473309567,14223.699270699972,14160.88089125706,14152.772096742814
2018-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78790.0,79846.0,80559.0,83108.0,84234.0,84866.0,86091.0,88028.0,88616.0,89448.0,89509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75004315.94999562,817157238.490051,1029725226.5900458,1062633944.2800463,1144017559.1700466,1165380390.6100464,1178612842.5000465,1185016295.0900466,1191770880.8500466,1191847417.5700467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73962250.50999327,812460439.749993,1024688334.5199928,1057431342.8699933,1138590805.1699936,1159871499.8399932,1173035274.1399932,1179396488.999993,1186103335.2499933,1186178458.7999935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117281.0,653302.0,776475.0,817682.0,875447.0,894503.0,907574.0,919386.0,928384.0,928815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328453.999333024,2606461.394633591,3005739.693555236,3239916.0933374166,3428654.892881155,3493581.892816305,3537455.6927363873,3565355.3926906586,3603395.292653084,3603669.292653084,13323.616859516665,13315.391944609444,13260.255514376993,13252.0579919337
2018-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79506.0,80255.0,82826.0,83979.0,84632.0,85896.0,87900.0,88505.0,89359.0,89421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144643558.16001657,970566886.9801657,1133813649.2901652,1329392275.6201618,1360156143.6401622,1382911002.880162,1394112367.4401622,1405823819.9901624,1406085623.6401625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142390915.60997945,965126360.729968,1128040483.2899668,1323090828.7799594,1353728201.75996,1376383523.9599597,1387529665.03996,1399185626.6199603,1399443203.4099603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248550.0,753052.0,833905.0,958078.0,989072.0,1008024.0,1021936.0,1033692.0,1034358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639729.1985834241,2975979.4947822094,3311022.093866706,3764281.092652619,3831699.6924719214,3900042.592357099,3927288.592304647,3963859.592204511,3964691.992201388,15732.313700804198,15724.33347468897,15658.02690965611,15650.050921036001
2018-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79883.0,82486.0,83669.0,84342.0,85651.0,87727.0,88352.0,89221.0,89283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96623234.65999435,393946973.7900115,1263863426.910113,1316001723.7901134,1343720452.3801134,1359805253.7401135,1374025512.2901132,1374367448.0301132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95167604.00998834,391721848.0999763,1258723678.560047,1310708153.4600472,1338325259.4300473,1354342663.200047,1368495613.3300467,1368828641.6200466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152646.0,307015.0,797368.0,842374.0,862720.0,878226.0,889381.0,890204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424747.599000752,1110776.6956936717,3440103.591163337,3563545.890948117,3630799.3907166123,3675176.6906727552,3721054.890623927,3722147.890623927,15400.24783728173,15393.383376791922,15338.268045976247,15331.346859089039
