,mmos_sum_PD20180131,mmos_sum_PD20180228,mmos_sum_PD20180331,mmos_sum_PD20180430,mmos_sum_PD20180531,mmos_sum_PD20180630,mmos_sum_PD20180731,mmos_sum_PD20180831,mmos_sum_PD20180930,mmos_sum_PD20181031,mmos_sum_PD20181130,mmos_sum_PD20181231,mmos_sum_PD20190131,mmos_sum_PD20190228,mmos_sum_PD20190331,mmos_sum_PD20190430,mmos_sum_PD20190531,mmos_sum_PD20190630,mmos_sum_PD20190731,amt_all_sum_PD20180131,amt_all_sum_PD20180228,amt_all_sum_PD20180331,amt_all_sum_PD20180430,amt_all_sum_PD20180531,amt_all_sum_PD20180630,amt_all_sum_PD20180731,amt_all_sum_PD20180831,amt_all_sum_PD20180930,amt_all_sum_PD20181031,amt_all_sum_PD20181130,amt_all_sum_PD20190131,amt_all_sum_PD20190228,amt_all_sum_PD20190331,amt_all_sum_PD20190430,amt_all_sum_PD20190531,amt_all_sum_PD20190630,amt_all_sum_PD20190731,amt_pay_sum_PD20180131,amt_pay_sum_PD20180228,amt_pay_sum_PD20180331,amt_pay_sum_PD20180430,amt_pay_sum_PD20180531,amt_pay_sum_PD20180630,amt_pay_sum_PD20180731,amt_pay_sum_PD20180831,amt_pay_sum_PD20180930,amt_pay_sum_PD20181031,amt_pay_sum_PD20181130,amt_pay_sum_PD20190131,amt_pay_sum_PD20190228,amt_pay_sum_PD20190331,amt_pay_sum_PD20190430,amt_pay_sum_PD20190531,amt_pay_sum_PD20190630,amt_pay_sum_PD20190731,amt_req_sum_PD20180131,amt_req_sum_PD20180228,amt_req_sum_PD20180331,amt_req_sum_PD20180430,amt_req_sum_PD20180531,amt_req_sum_PD20180630,amt_req_sum_PD20180731,amt_req_sum_PD20180831,amt_req_sum_PD20180930,amt_req_sum_PD20181031,amt_req_sum_PD20181130,amt_req_sum_PD20190131,amt_req_sum_PD20190228,amt_req_sum_PD20190331,amt_req_sum_PD20190430,amt_req_sum_PD20190531,amt_req_sum_PD20190630,amt_req_sum_PD20190731,numrows_sum_PD20180131,numrows_sum_PD20180228,numrows_sum_PD20180331,numrows_sum_PD20180430,numrows_sum_PD20180531,numrows_sum_PD20180630,numrows_sum_PD20180731,numrows_sum_PD20180831,numrows_sum_PD20180930,numrows_sum_PD20181031,numrows_sum_PD20181130,numrows_sum_PD20190131,numrows_sum_PD20190228,numrows_sum_PD20190331,numrows_sum_PD20190430,numrows_sum_PD20190531,numrows_sum_PD20190630,numrows_sum_PD20190731,qty_sum_PD20180131,qty_sum_PD20180228,qty_sum_PD20180331,qty_sum_PD20180430,qty_sum_PD20180531,qty_sum_PD20180630,qty_sum_PD20180731,qty_sum_PD20180831,qty_sum_PD20180930,qty_sum_PD20181031,qty_sum_PD20181130,qty_sum_PD20190131,qty_sum_PD20190228,qty_sum_PD20190331,qty_sum_PD20190430,qty_sum_PD20190531,qty_sum_PD20190630,qty_sum_PD20190731,amt_all_pmpm_pre,amt_all_pmpm_cur,amt_pay_pmpm_pre,amt_pay_pmpm_cur
2014-11,60880.0,61475.0,61931.0,62296.0,62659.0,62971.0,64977.0,65363.0,65628.0,66027.0,66331.0,68369.0,69130.0,69533.0,70314.0,71571.0,71948.0,72510.0,72556.0,10651735.430000022,10702509.980000021,10766619.68000002,10766598.86000002,10790039.62000002,10872284.97000002,10872284.97000002,10887562.62000002,10887604.26000002,10887805.35000002,10887808.51000002,14198803.500000007,16016738.770000009,18778940.59999999,20963927.20999999,21939977.819999993,24668406.26,24668406.26,10646233.860000016,10696988.050000016,10761083.900000015,10761067.590000015,10784508.350000015,10866753.700000014,10866753.700000014,10882031.350000015,10882063.990000015,10882221.640000014,10882224.120000014,14163463.219999997,15966094.589999996,18706434.26999999,20869157.61,21831408.939999998,24537422.59,24537422.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,2067.0,2099.0,2102.0,2112.0,2136.0,2138.0,2151.0,2160.0,2165.0,2167.0,7796.0,10542.0,13899.0,17392.0,20129.0,24064.0,24064.0,18384.0,18631.0,18832.0,18833.0,19073.0,19332.0,19333.0,19464.0,19465.0,19470.0,19472.0,33456.9999525547,41442.59991192818,49587.69989705086,59165.79989105463,63793.99982601404,80852.89982521534,80852.89982521534,340.206954351124,339.99126550526495,338.4005322024548,338.18598861568995
2014-12,61843.0,62449.0,62913.0,63283.0,63653.0,63968.0,65987.0,66382.0,66655.0,67057.0,67367.0,69416.0,70182.0,70589.0,71376.0,72641.0,73019.0,73584.0,73630.0,102954654.93999988,102757249.59999989,102846485.15999989,103083535.51999988,103391628.60999988,104420068.54999988,104446780.52999988,105116637.48999989,105249077.47999988,105906210.6699999,106141146.9699999,110897797.5299999,113798089.70999989,116762441.9399999,119805226.01999992,120761961.30999993,124496153.47999991,124496153.47999991,102909066.659998,102711429.479998,102800586.54999802,103032088.68999802,103340135.75999801,104368527.31999801,104395128.91999802,105064746.839998,105196804.659998,105853802.73999798,106088701.82999799,110814015.93999799,113698347.38999797,116646149.49999797,119664991.87999795,120607406.87999797,124312782.11999793,124312782.11999793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16928.0,17115.0,17168.0,17354.0,17478.0,17580.0,17615.0,17792.0,17925.0,18188.0,18278.0,24909.0,27565.0,30776.0,34449.0,37052.0,41601.0,41601.0,239453.0,239571.0,239802.0,240220.0,240793.0,243214.0,243335.0,246273.0,246572.0,247416.0,248015.0,265451.89998960495,276913.2999854088,286048.7999844551,297513.39996916056,301777.49989515543,319085.49988657236,319085.49988657236,1691.8916269841259,1690.8346255602326,1689.3996265492217,1688.344181991008
2015-01,73554.0,74293.0,74878.0,75330.0,75857.0,76250.0,78375.0,78851.0,79191.0,79714.0,80090.0,82150.0,82923.0,83332.0,84127.0,85403.0,85786.0,86354.0,86400.0,430976177.3400453,435070453.9600452,437834505.49004525,442013710.1800453,448140453.9800453,450061568.94004536,452525031.80004543,457139785.6700455,458197962.92004544,461659837.7200455,464278850.23004556,469954829.5400456,471815529.3300457,473911815.88004565,477167414.49004567,478589391.8200456,482929420.3100455,482929420.3100455,423448886.260004,427490278.0300039,430210927.8100038,434351626.0700038,440432871.7900037,442315206.4200037,444742645.8100037,449316147.9300038,450352167.01000386,453756464.06000394,456346271.04000396,461957026.2300039,463789896.3600039,465849305.580004,469068589.540004,470466016.7600041,474768068.58000404,474768068.58000404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459927.0,465155.0,469113.0,472353.0,476544.0,479710.0,483211.0,487586.0,489683.0,494308.0,497422.0,503003.0,505380.0,508616.0,512237.0,514599.0,518966.0,518966.0,1409735.593302071,1425444.293242991,1451065.0932298303,1463540.393212974,1477298.3931943774,1484638.5931703448,1492990.893142879,1506684.3930764198,1510852.8930687904,1524961.493039608,1541429.1930384636,1563435.0929627419,1570838.0929627419,1582216.0928940773,1598016.8928787708,1604980.5927603245,1619472.392734766,1619472.392734766,5592.438338815174,5589.460883218119,5497.927931306066,5495.000793750047
2015-02,74698.0,75449.0,76050.0,76514.0,77047.0,77450.0,79595.0,80085.0,80432.0,80967.0,81351.0,83425.0,84203.0,84614.0,85414.0,86697.0,87082.0,87651.0,87698.0,441575441.3200288,444426390.06002873,447299055.0500288,450079823.68002874,452420124.85002875,457645175.9700288,461581618.9200289,465306721.470029,467909352.300029,470907079.37002903,473514136.660029,476986708.300029,478544590.050029,479686213.92002904,482967799.21002895,486182387.05002886,490295278.5100289,490295278.5100289,436250886.4100014,439063965.54000145,441905653.1800014,444660813.33000135,446972378.8200014,452166068.89000136,456077925.3300012,459776410.5800011,462365095.2100012,465324851.29000115,467907622.5100011,471341546.2100012,472883331.72000116,474003282.6300012,477258859.6600012,480455567.3300013,484541319.1800012,484541319.1800012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421852.0,426766.0,431197.0,433640.0,436860.0,439933.0,443223.0,446561.0,448533.0,452364.0,454876.0,459471.0,461670.0,463995.0,467255.0,469166.0,473013.0,473013.0,1318237.993530631,1331134.9934934378,1375567.0934489965,1381380.4934276342,1394518.593347907,1407045.793334365,1417442.3933161497,1429884.2932604551,1438756.8932436705,1453623.293230176,1465342.593223691,1476982.1931973696,1484144.393167615,1491674.5931607485,1509007.6931530833,1513127.493133247,1563810.3930880427,1563810.3930880427,5593.7214465326,5590.723602705066,5528.075198001177,5525.112535975749
2015-03,75472.0,76230.0,76838.0,77309.0,77855.0,78263.0,80424.0,80921.0,81274.0,81819.0,82208.0,84287.0,85076.0,85491.0,86296.0,87589.0,87980.0,88551.0,88598.0,485949810.0100165,489362334.32001644,493230667.6200165,495866582.35001653,498388164.58001655,501230154.64001656,503056317.6200165,507119996.58001643,508844753.8100164,510893649.6300164,512414330.0300165,516198778.3000166,518913237.7800166,521698629.1100167,525292834.7100166,526324324.00001657,530806085.69001657,530806085.69001657,480297124.159993,483673896.3599929,487514354.43999296,490120165.789993,492616421.3999931,495430552.769993,497227813.689993,501261724.429993,502970210.46999305,504980195.1099931,506480464.5699931,510223003.7299931,512920197.12999314,515682008.7299931,519246183.76999307,520257395.0499931,524708444.9799931,524708444.9799931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498730.0,504319.0,508846.0,511958.0,515786.0,519741.0,523316.0,527521.0,529779.0,533811.0,536308.0,542312.0,544907.0,548306.0,552266.0,554629.0,558821.0,558821.0,1467673.3928055763,1483836.3927845955,1513500.0927730799,1521961.2927721739,1532434.492760539,1543475.6927073002,1551656.4927065372,1566837.4926917553,1573304.492666006,1583229.3926541805,1591818.9926526546,1606485.992607832,1612165.292607069,1620353.092606783,1637677.3925626874,1642060.892549336,1657890.1925320625,1657890.1925320625,5994.354504071287,5991.174582835014,5925.494291199344,5922.350899343022
2015-04,75933.0,76699.0,77312.0,77787.0,78341.0,78752.0,80920.0,81428.0,81784.0,82334.0,82725.0,84812.0,85606.0,86022.0,86831.0,88135.0,88528.0,89103.0,89150.0,523335358.519978,527068454.22997797,530724862.81997794,533308351.0999779,536548128.2199779,541061014.6499779,543297270.189978,547886444.709978,550741022.8599781,555700257.139978,557782640.2799778,561438490.4099777,563249895.3999777,565533820.8199775,570951780.0299774,572418805.2299776,576941366.3299775,576941366.3299775,517898206.2399506,521589425.0299506,525217582.5899507,527776144.8199506,530988840.2199506,535476493.91995066,537684862.4399507,542242547.7199506,545080352.4099505,549992005.6799507,552056482.7899505,555671709.63995,557460226.55995,559723792.15995,565114358.97995,566562271.53995,571053547.9799498,571053547.9799498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512642.0,518777.0,523655.0,526673.0,531169.0,535157.0,538542.0,543265.0,545842.0,550457.0,553326.0,559417.0,562086.0,565480.0,569747.0,572234.0,577054.0,577054.0,1620131.792623818,1636722.6925949454,1648250.7925710082,1653866.692567885,1665825.2925613523,1684987.7925117612,1693127.892507434,1710784.0924795866,1719269.0924261808,1735489.5923985243,1744442.4923943281,1762411.8923805952,1769898.2923096418,1780312.0923002958,1794447.392258525,1801796.5921810865,1818349.1921681166,1818349.1921681166,6474.993730064953,6471.580104654823,6408.9149409105175,6405.536152326975
2015-05,76315.0,77083.0,77703.0,78182.0,78742.0,79157.0,81332.0,81851.0,82212.0,82772.0,83170.0,85264.0,86062.0,86483.0,87297.0,88609.0,89004.0,89584.0,89631.0,505489111.010008,510145593.2600081,512982331.140008,516043671.930008,518977615.88000804,521275246.55000806,523526968.7500081,526671585.5500081,529474931.3900081,533874062.5900081,535491461.8900081,539535789.7400081,542949963.5300081,544526945.3300081,547116943.520008,548883093.4000078,552671311.0900073,552671311.0900073,500492424.6299636,505106148.78996354,507917320.87996346,510951345.4799635,513861048.6199634,516136261.93996346,518347377.5499634,521467145.59996337,524255812.73996335,528619781.91996336,530218984.78996336,534233229.9399633,537627349.0899634,539181530.7199634,541748098.7599635,543498781.4599634,547256200.8999635,547256200.8999635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484150.0,490050.0,494345.0,497537.0,501301.0,504618.0,508234.0,512561.0,515170.0,519576.0,522138.0,527179.0,530073.0,533054.0,536759.0,539436.0,544006.0,544006.0,1562808.8926984072,1580228.9926484823,1590841.892632842,1598938.7926206589,1609328.892569542,1620784.3925571442,1629305.4925403595,1643112.092530489,1650626.2925198078,1663502.0925056338,1673160.7924987674,1684827.9924823642,1693840.0923854709,1700145.8923837543,1712401.0923716426,1719638.0922610164,1739380.692228973,1739380.692228973,6169.3082591758275,6166.073245752109,6108.860967359836,6105.65765081237
2015-06,76704.0,77478.0,78101.0,78583.0,79148.0,79569.0,81756.0,82276.0,82642.0,83206.0,83607.0,85709.0,86510.0,86932.0,87752.0,89073.0,89471.0,90054.0,90101.0,507482852.8099625,514650772.7099627,517559343.9999627,520390970.63996273,523930049.3199627,528234148.06996256,534685526.7899625,540885455.4899622,541995510.4599622,545001293.8799623,546644045.4499624,553764448.6199623,556301987.2399622,558356009.1699623,560332402.0699623,561530433.0899624,567662853.2299625,567662853.2299625,502269539.44997346,509389303.41997355,512276205.27997357,515079680.54997355,518591565.7599734,522868527.84997344,529292461.6199735,535466192.45997334,536564053.15997326,539541613.7099732,541164302.859973,548244466.839973,550762580.549973,552797086.2299728,554747086.7999727,555928818.8099728,562019266.1399729,562019266.1399729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507031.0,513335.0,516988.0,520457.0,524374.0,528505.0,532232.0,536107.0,538446.0,542785.0,545923.0,552416.0,555365.0,558225.0,561966.0,564745.0,569105.0,569105.0,1712391.3927261233,1740506.3927130103,1753793.6926884055,1764221.792680204,1778318.4926748276,1792315.2926568985,1806442.9926548004,1825689.7926502228,1831310.0926485062,1842655.2926301956,1849168.392624855,1864933.2925596237,1872871.0925540924,1880426.3925437927,1894738.492522478,1899894.2925026417,1928003.892488718,1928003.892488718,6303.582886156778,6300.294705163788,6240.9139642877935,6237.658473712533
2015-07,76945.0,77728.0,78355.0,78844.0,79414.0,79841.0,82031.0,82558.0,82928.0,83498.0,83903.0,86013.0,86820.0,87243.0,88066.0,89395.0,89795.0,90383.0,90430.0,543037164.7099401,546232181.82994,549333801.55994,551715098.7599399,554611049.8899401,558896841.1099399,562249773.1999397,567094891.5399399,567906848.4199398,571457623.9299396,574284257.6299398,578866336.9399396,581903149.6499397,584934361.5699397,588696039.5499396,590489054.7299395,594665076.0799395,594665076.0799395,537859878.1700274,541025950.4400276,544098986.2200277,546459548.8000277,549332554.7300277,553591908.6700277,556920353.9500276,561739834.4100273,562540047.1700271,566055663.4500272,568863205.5900273,573406408.9200275,576426945.3800278,579433924.2100279,583168153.6000277,584944820.1300275,589094039.7400274,589094039.7400274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516629.0,522994.0,527205.0,530105.0,534129.0,538081.0,542110.0,546004.0,548034.0,552658.0,555751.0,561383.0,564412.0,567965.0,572254.0,574691.0,579514.0,579514.0,1596867.892541647,1612612.9925231934,1621385.292517662,1629283.092514515,1641379.392352581,1656958.7923283577,1668747.6923174858,1683276.7923026085,1687480.7923026085,1699229.9922699928,1708665.0922503471,1725975.892220974,1734366.992206812,1745359.5921747684,1765158.7921121716,1770142.3920596242,1784544.5920561552,1784544.5920561552,6579.39077127269,6575.971205130371,6517.752671852311,6514.365141435667
2015-08,77204.0,77993.0,78630.0,79125.0,79696.0,80126.0,82327.0,82857.0,83231.0,83807.0,84216.0,86335.0,87146.0,87574.0,88403.0,89742.0,90146.0,90740.0,90787.0,568438987.8799314,572595514.6699313,575497173.4299313,578364296.9699314,583247202.3899314,586370768.7599318,588064481.9599316,593723562.8599316,594957865.0499315,597571643.5799315,599612459.8299313,603440037.3599313,607470742.9399314,610764426.6699314,614061400.8799313,619128474.5899314,623766955.4399316,623766955.4399316,563438003.5900162,567558348.1400163,570431833.8500162,573275336.0900161,578133815.9000157,581234920.4900157,582905916.2700157,588543538.2700156,589764174.1000155,592328724.8400156,594353218.3100157,598148019.3000159,602160592.9800161,605430926.7500161,608699321.840016,613748200.2800162,618359059.9900162,618359059.9900162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506869.0,512954.0,517151.0,520083.0,524364.0,527951.0,531006.0,534775.0,536775.0,540510.0,543111.0,548224.0,550849.0,553943.0,557887.0,560426.0,564857.0,564857.0,1605318.1924591064,1619064.5924493074,1631033.8924337626,1640475.492406249,1654584.8923486471,1665505.1923087835,1672747.9922622442,1684451.792206645,1689616.8922051191,1698551.892152667,1706222.0921410322,1720363.2920988798,1729062.992031455,1740339.7920240164,1756590.6920121908,1763645.6919788122,1785426.6919711828,1785426.6919711828,6874.222563807931,6870.663811337875,6814.624862133747,6811.096963111638
2015-09,77473.0,78270.0,78916.0,79417.0,79995.0,80430.0,82638.0,83173.0,83550.0,84133.0,84547.0,86676.0,87492.0,87924.0,88759.0,90111.0,90518.0,91116.0,91163.0,543940545.8999225,548776811.4799224,554584173.3699225,556790179.0899224,562305835.7399225,564529408.0999224,566408525.0499226,570824679.8099226,572453582.8899225,575616682.0699224,577511146.4199224,585003699.0399224,588665894.3599223,591796694.8699223,595035638.989922,597176690.1099219,599965446.879922,599965446.879922,538898312.8000287,543696794.1000286,549478002.7000287,551659726.3300287,557148203.9400287,559346044.4500288,561201932.750029,565597523.8900291,567214709.3400289,570331879.4500293,572206713.3600295,579658281.6900291,583298180.8000293,586403945.3200294,589619447.4600291,591744180.550029,594508816.7500291,594508816.7500291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556293.0,563657.0,567948.0,570930.0,576088.0,579924.0,583258.0,587266.0,590328.0,594767.0,597721.0,603628.0,606919.0,610432.0,614872.0,617982.0,622111.0,622111.0,1572285.392017603,1598113.491960764,1610750.9919188023,1618641.1919157505,1635450.591839075,1645499.4918100834,1653656.7917864323,1668097.9917566776,1677198.391750574,1687807.6917303205,1694661.4917257428,1716169.6916950345,1723384.3916929364,1735760.5916894078,1750489.9916222692,1759429.2914717793,1771893.5914710164,1771893.5914710164,6584.633290310396,6581.238516502551,6524.7466608502245,6521.382762195508
2015-10,77689.0,78497.0,79149.0,79656.0,80237.0,80676.0,82883.0,83421.0,83804.0,84398.0,84814.0,86954.0,87775.0,88210.0,89052.0,90411.0,90818.0,91420.0,91467.0,692732071.0799389,697556034.589939,702345678.3499391,704526386.029939,708624224.4099389,713330104.149939,716393444.8599389,722329721.6299386,723453718.1899385,727031243.4899385,730573663.7199384,736281091.6199385,737937812.1299385,740139555.9399387,742719073.9899385,744640509.0099388,747987059.0499389,747987059.0499389,687576318.5200326,692360783.8100326,697122782.3200327,699255094.4900328,703325561.2400328,708006239.2800329,711046029.0100329,716955352.6300329,718060959.0200329,721593527.200033,725116466.4400328,730787483.5000329,732428410.4200329,734608162.4600329,737161936.0900328,739066838.7100329,742389104.5400329,742389104.5400329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609841.0,617613.0,623097.0,626509.0,631459.0,635909.0,640202.0,645461.0,648544.0,653257.0,657302.0,663359.0,666810.0,670665.0,675480.0,678591.0,683566.0,683566.0,2688424.6921434402,2710359.8921232224,2725414.7921094894,2732135.2920970917,2747250.9920711517,2762557.2920475006,2772903.992040634,2790233.6920232773,2797756.9920215607,2810557.891989231,2820608.7919859886,2837589.4919257164,2845278.6919140816,2854812.2918992043,2867159.5918927193,2874818.0918622017,2893079.79181242,2893079.79181242,8181.875509187693,8177.671280898454,8120.642141107338,8116.469377371433
2015-11,77841.0,78655.0,79312.0,79825.0,80408.0,80851.0,83065.0,83606.0,83993.0,84592.0,85010.0,87158.0,87983.0,88419.0,89263.0,90629.0,91039.0,91647.0,91694.0,623068261.9899431,627446313.3099432,630247947.1999431,631627274.1899434,635500530.5299435,638696646.2399436,642256269.3499435,645749581.2199435,647905240.0199437,650508136.3599439,652738033.5899441,657520777.0099441,659349543.3799441,662092637.179944,665975838.4899442,667516715.1899441,674745003.8399444,674745003.8399444,618291871.7400271,622631850.1700273,625410269.0900272,626766020.4600273,630611460.1900274,633782856.2300277,637319805.2300277,640792311.4400276,642934176.0300276,645498406.0300275,647714433.2900275,652469953.4200275,654283892.1200275,657002682.4900274,660866082.3900276,662392547.7400277,669595839.5800279,669595839.5800279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562669.0,569095.0,573164.0,576103.0,580515.0,584406.0,588783.0,593055.0,595585.0,599313.0,602245.0,608058.0,610781.0,614075.0,618176.0,620800.0,625712.0,625712.0,1687097.0922179818,1709805.992191434,1719385.092181325,1724633.4921771288,1743795.5921508074,1758467.2921036482,1770862.292083621,1782871.8920274973,1789817.692019105,1800086.7920109034,1807743.3920055628,1823575.8919678926,1828828.99195683,1837645.8919469118,1851703.3919416666,1856887.491848588,1876099.0918337107,1876099.0918337107,7362.434164129151,7358.660368616751,7306.249408928038,7302.504412284642
2015-12,77990.0,78809.0,79469.0,79984.0,80575.0,81022.0,83247.0,83790.0,84178.0,84779.0,85200.0,87354.0,88182.0,88624.0,89475.0,90849.0,91265.0,91877.0,91924.0,728488114.4198997,733340141.2298998,736285442.5699,739140704.1898999,743374047.4699,747026201.0999001,749607293.2999002,753453176.8799001,754385935.9199003,757835962.1599004,760503683.2699006,767040606.0799005,769151417.2499007,772971060.0599008,776814537.8099009,778310297.1699008,782805463.0499009,782805463.0499009,723496847.070005,728310250.0000051,731233881.7900054,734064706.1600057,738259499.8900057,741892686.7200059,744452348.340006,748275153.1700063,749194245.6500063,752618523.2700064,755266704.2700064,761769116.8400065,763862958.8000065,767649695.6200066,771469666.3200066,772948050.6700065,777417674.0400065,777417674.0400065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637948.0,645411.0,649965.0,653717.0,658180.0,661909.0,665521.0,669608.0,671995.0,676760.0,680377.0,686741.0,689698.0,693469.0,698321.0,700833.0,705564.0,705564.0,2004326.991896689,2026033.5918684602,2038136.4918013215,2046960.3917742372,2062748.3917055726,2075354.6916986704,2083657.291678071,2097176.8916612864,2103664.0916591883,2118975.691625476,2128313.591588855,2160881.791538894,2168594.9915320277,2184975.4915153384,2202929.6914847493,2208010.4914473295,2224019.9914149046,2224019.9914149046,8520.146098043046,8515.78981604261,8461.504773120656,8457.178473956817
2016-01,78180.0,79012.0,79681.0,80197.0,80791.0,81242.0,83481.0,84028.0,84420.0,85024.0,85448.0,87612.0,88443.0,88886.0,89740.0,91122.0,91540.0,92159.0,92207.0,1092423006.2799792,1101828246.1999795,1105417857.9299793,1109384236.0399797,1113547038.9699798,1117576112.4299793,1121945706.989979,1126249857.6699786,1127622263.9199789,1130824685.4799788,1132587149.8799787,1136907952.1999788,1138818695.4699788,1141911959.5299788,1145538151.439979,1149460284.7899785,1153346567.4899783,1153346567.4899783,1083599986.9600105,1092932146.3100107,1096466167.0300102,1100382706.0700107,1104495812.3000104,1108478311.5700104,1112801184.9700103,1117055773.7600105,1118401208.2000108,1121554681.7400105,1123282527.0400102,1127541734.5200105,1129418588.04001,1132465427.3100097,1136046127.88001,1139938050.7300096,1143782327.2400093,1143782327.2400093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875041.0,882819.0,888501.0,892608.0,897701.0,901828.0,907011.0,912285.0,915000.0,919960.0,923183.0,929358.0,933182.0,937538.0,942264.0,945369.0,949868.0,949868.0,3041638.391698599,3067790.891648054,3083478.5915291905,3100327.091517985,3114950.991495669,3129285.091470301,3142279.9914333224,3158903.0914165378,3165138.491399944,3179079.1913921237,3185945.691376865,3205499.1913349032,3214434.6913196445,3223622.991311252,3239883.291158855,3248795.0911237597,3263025.191123724,3263025.191123724,12514.746986078173,12508.23221111172,12410.967211449877,12404.506460897863
2016-02,78216.0,79053.0,79730.0,80249.0,80847.0,81305.0,83542.0,84093.0,84489.0,85095.0,85524.0,87699.0,88537.0,88984.0,89848.0,91241.0,91662.0,92287.0,92335.0,1129486845.7500346,1138265154.3600345,1142427858.0900347,1145663168.3700347,1150088475.390035,1152631892.9500349,1156222414.380035,1166660262.3500347,1167737228.210035,1172275361.5600348,1174045288.060035,1178279256.700035,1179892811.480035,1182256766.1900346,1186098182.7400343,1189527441.6900337,1195265491.6800337,1195265491.6800337,1122813669.9401257,1131533158.3601258,1135655812.9601257,1138855418.4901257,1143239783.1601255,1145751521.7201252,1149307247.3901253,1159704171.720126,1160760175.1301262,1165257473.7701266,1167001490.9401267,1171193524.310127,1172781649.3801274,1175107814.1701274,1178914018.9501276,1182318876.8001275,1188018259.9901273,1188018259.9901273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885460.0,894010.0,899926.0,904208.0,909742.0,913712.0,919096.0,924929.0,927520.0,933201.0,936419.0,942847.0,946344.0,950171.0,955038.0,958590.0,963669.0,963669.0,3354365.992419541,3386221.8923259377,3402182.3922989964,3410541.492293656,3426231.892256558,3440523.7921951413,3452753.992118895,3475203.192104399,3482527.392093718,3498284.5920827985,3505074.0920794606,3517376.892020881,3523402.5920168757,3536391.292006433,3553252.0919747353,3561914.591916561,3577446.3918995857,3577446.3918995857,12951.612813072628,12944.879966210361,12873.083532784978,12866.391509071613
